ID,Remark,Date,Price
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,irm,2023-08-05T12:46:20.303Z,151200
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,irk,2023-08-05T12:46:30.368Z,151200
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,iro,2023-08-05T12:46:36.015Z,151200
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,irv,2023-08-05T12:46:45.008Z,151200
f44da4f0-8f71-4d91-9b9a-189164abf0a9,iru112,2023-08-05T12:53:53.178Z,189000
f44da4f0-8f71-4d91-9b9a-189164abf0a9,iro114,2023-08-05T13:02:37.756Z,189000
f44da4f0-8f71-4d91-9b9a-189164abf0a9,irt070,2023-08-05T13:06:49.327Z,189000
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,iro003,2023-08-05T13:16:11.535Z,151200
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,ira058,2023-08-05T13:50:52.826Z,94500
4db3cdf8-34ea-4cf8-94a2-cf7fc9755b8a,irz082,2023-08-05T14:02:57.959Z,94500
4db3cdf8-34ea-4cf8-94a2-cf7fc9755b8a,irz082,2023-08-05T14:06:10.903Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irt110,2023-08-05T14:16:26.816Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,iro110,2023-08-05T14:41:09.428Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irz109,2023-08-05T14:42:51.041Z,94500
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,irn032,2023-08-05T15:39:43.974Z,151200
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,irp044,2023-08-05T16:46:30.280Z,151200
c8f40aa7-aabc-44ad-a2c6-43b73493db1f,irz080,2023-08-05T16:58:05.833Z,94500
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,irx118,2023-08-05T17:05:38.986Z,151200
f44da4f0-8f71-4d91-9b9a-189164abf0a9,irv057,2023-08-05T19:10:31.239Z,189000
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,irv040,2023-08-05T19:57:04.408Z,151200
c8f40aa7-aabc-44ad-a2c6-43b73493db1f,ira066,2023-08-06T05:55:29.789Z,94500
c8f40aa7-aabc-44ad-a2c6-43b73493db1f,irs032,2023-08-06T05:55:46.935Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,ire038,2023-08-06T06:38:55.285Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irs085,2023-08-06T07:26:57.726Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,iro031,2023-08-06T08:23:31.736Z,94500
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,irk061,2023-08-06T09:10:54.742Z,151200
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,iru043,2023-08-06T10:45:49.466Z,94500
f44da4f0-8f71-4d91-9b9a-189164abf0a9,irz095,2023-08-06T12:00:50.472Z,189000
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,ira064,2023-08-06T13:17:02.122Z,151200
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,ira067,2023-08-06T13:17:25.697Z,216000
c8f40aa7-aabc-44ad-a2c6-43b73493db1f,irx098,2023-08-06T13:23:20.266Z,94500
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,ira068,2023-08-06T13:23:46.998Z,216000
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,ira069,2023-08-06T13:26:10.354Z,216000
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,ira070,2023-08-06T13:26:39.584Z,216000
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,ira064,2023-08-06T13:34:22.830Z,151200
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,ira071,2023-08-06T14:38:04.059Z,135000
c8f40aa7-aabc-44ad-a2c6-43b73493db1f,irw013,2023-08-06T15:53:32.395Z,94500
c8f40aa7-aabc-44ad-a2c6-43b73493db1f,ira072,2023-08-06T15:54:37.526Z,135000
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,ire106,2023-08-06T16:00:36.000Z,151200
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,irv,2023-08-06T16:33:15.571Z,151200
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,irv,2023-08-06T16:34:50.832Z,151200
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irw113,2023-08-06T17:04:54.816Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,iro047,2023-08-06T17:06:22.532Z,94500
131ff337-f063-4044-aff8-0c121d62e89b,irt061,2023-08-06T17:07:48.207Z,113400
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irp004,2023-08-06T17:09:49.431Z,94500
c8f40aa7-aabc-44ad-a2c6-43b73493db1f,irw052,2023-08-06T17:57:52.771Z,94500
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,iry118,2023-08-06T17:58:56.009Z,151200
f44da4f0-8f71-4d91-9b9a-189164abf0a9,irp098,2023-08-06T17:59:08.854Z,189000
f44da4f0-8f71-4d91-9b9a-189164abf0a9,ira056,2023-08-06T18:05:26.062Z,189000
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,irz024,2023-08-06T18:15:16.204Z,151200
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irt068,2023-08-06T18:16:18.796Z,94500
f44da4f0-8f71-4d91-9b9a-189164abf0a9,ira065,2023-08-06T18:17:19.107Z,189000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irk085,2023-08-06T18:22:24.733Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irz052,2023-08-06T18:27:04.874Z,94500
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,irs002,2023-08-07T05:06:55.623Z,151200
f44da4f0-8f71-4d91-9b9a-189164abf0a9,irw124,2023-08-07T06:23:29.564Z,189000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irw114,2023-08-07T07:30:23.934Z,94500
c8f40aa7-aabc-44ad-a2c6-43b73493db1f,irx026,2023-08-07T08:50:01.642Z,94500
f678382e-5498-476d-90eb-74ad428cd9ef,ira073,2023-08-07T11:32:22.132Z,135000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,iro013,2023-08-07T13:25:58.045Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irp111,2023-08-07T15:00:07.285Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,iru114,2023-08-07T15:01:26.206Z,94500
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,irt,2023-08-07T15:28:51.467Z,432000
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,ira074,2023-08-07T15:31:21.771Z,592000
f678382e-5498-476d-90eb-74ad428cd9ef,iry048,2023-08-07T16:18:44.539Z,94500
f678382e-5498-476d-90eb-74ad428cd9ef,irs075,2023-08-07T16:22:27.253Z,94500
f678382e-5498-476d-90eb-74ad428cd9ef,irt023,2023-08-07T16:23:11.605Z,94500
f44da4f0-8f71-4d91-9b9a-189164abf0a9,iro044,2023-08-07T18:08:56.266Z,189000
f44da4f0-8f71-4d91-9b9a-189164abf0a9,irx021,2023-08-07T22:59:18.450Z,189000
f44da4f0-8f71-4d91-9b9a-189164abf0a9,irz101,2023-08-08T00:14:43.051Z,189000
f44da4f0-8f71-4d91-9b9a-189164abf0a9,irv030,2023-08-08T05:53:43.056Z,189000
f44da4f0-8f71-4d91-9b9a-189164abf0a9,iry080,2023-08-08T06:12:31.722Z,189000
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,irk119,2023-08-08T07:49:48.122Z,432000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irk116,2023-08-08T08:28:10.025Z,94500
f678382e-5498-476d-90eb-74ad428cd9ef,ire098,2023-08-08T08:39:22.250Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irt096,2023-08-08T09:23:53.225Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,iro012,2023-08-08T10:11:10.749Z,94500
f44da4f0-8f71-4d91-9b9a-189164abf0a9,irz103,2023-08-08T13:12:52.964Z,189000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irk035,2023-08-08T14:09:04.061Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irp071,2023-08-08T14:10:31.666Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irp115,2023-08-08T14:59:19.356Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irs128,2023-08-08T17:33:10.161Z,94500
f44da4f0-8f71-4d91-9b9a-189164abf0a9,irs118,2023-08-09T06:17:07.515Z,189000
c8f40aa7-aabc-44ad-a2c6-43b73493db1f,irw047,2023-08-09T07:28:29.301Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irs028,2023-08-09T07:50:47.184Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,iry016,2023-08-09T07:52:58.448Z,94500
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,irm021,2023-08-09T08:04:56.707Z,432000
f44da4f0-8f71-4d91-9b9a-189164abf0a9,irm124,2023-08-09T10:56:36.289Z,189000
131ff337-f063-4044-aff8-0c121d62e89b,ira074,2023-08-09T11:09:04.110Z,162000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irk113,2023-08-09T12:19:41.800Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irp074,2023-08-09T12:56:10.427Z,94500
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,irm122,2023-08-09T14:02:52.105Z,151200
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irt063,2023-08-09T14:25:01.761Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irm080,2023-08-09T14:49:44.500Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irw027,2023-08-09T15:02:48.700Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irw028,2023-08-09T15:03:28.115Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,iro118,2023-08-09T15:32:23.413Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irx103,2023-08-09T16:30:03.557Z,94500
242cee27-12e7-4e60-ac31-2b339112ae15,irw103,2023-08-09T17:22:27.490Z,94500
4db3cdf8-34ea-4cf8-94a2-cf7fc9755b8a,iro062,2023-08-09T17:35:40.303Z,94500
242cee27-12e7-4e60-ac31-2b339112ae15,irw057,2023-08-09T19:38:00.451Z,94500
4db3cdf8-34ea-4cf8-94a2-cf7fc9755b8a,irz079,2023-08-09T19:47:12.261Z,94500
4db3cdf8-34ea-4cf8-94a2-cf7fc9755b8a,ira075,2023-08-09T21:40:18.370Z,135000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irx102,2023-08-10T07:40:02.366Z,94500
4db3cdf8-34ea-4cf8-94a2-cf7fc9755b8a,irk103,2023-08-10T07:44:22.140Z,94500
f678382e-5498-476d-90eb-74ad428cd9ef,irk047,2023-08-10T07:54:38.034Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,iry009,2023-08-10T09:41:16.562Z,94500
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,iro019,2023-08-10T10:44:00.933Z,151200
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,iru040,2023-08-10T10:47:28.381Z,94500
242cee27-12e7-4e60-ac31-2b339112ae15,ira076,2023-08-10T12:40:07.544Z,135000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irk043,2023-08-10T13:33:49.853Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irx107,2023-08-10T13:53:57.179Z,94500
131ff337-f063-4044-aff8-0c121d62e89b,ira077,2023-08-10T14:18:17.898Z,162000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,ira078,2023-08-10T14:30:01.982Z,135000
131ff337-f063-4044-aff8-0c121d62e89b,ira079,2023-08-10T14:38:12.423Z,162000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,iro116,2023-08-10T15:54:01.852Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irw005,2023-08-10T17:15:36.395Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irt010,2023-08-10T17:20:26.081Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,ira080,2023-08-10T17:32:31.662Z,135000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irt051,2023-08-10T18:20:15.635Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,ira081,2023-08-10T18:25:22.606Z,135000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irw033,2023-08-10T19:08:19.287Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irx025,2023-08-11T08:29:38.296Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irm065,2023-08-11T09:33:58.125Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irx124,2023-08-11T11:03:05.780Z,94500
242cee27-12e7-4e60-ac31-2b339112ae15,iry058,2023-08-11T11:26:59.290Z,94500
131ff337-f063-4044-aff8-0c121d62e89b,ira082,2023-08-11T11:42:37.979Z,162000
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,irs113,2023-08-11T11:47:04.574Z,151200
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irn035,2023-08-11T11:49:17.390Z,94500
f44da4f0-8f71-4d91-9b9a-189164abf0a9,iro043,2023-08-11T12:09:01.016Z,189000
f44da4f0-8f71-4d91-9b9a-189164abf0a9,ira032,2023-08-11T12:13:46.060Z,189000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irv063,2023-08-11T12:47:47.991Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irv084,2023-08-11T13:20:34.345Z,94500
131ff337-f063-4044-aff8-0c121d62e89b,ira083,2023-08-11T14:18:12.351Z,162000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,iru083,2023-08-11T14:55:25.364Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,ira018,2023-08-11T17:23:19.841Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,ira084,2023-08-11T17:25:17.352Z,135000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,ira085,2023-08-11T17:26:05.247Z,135000
f44da4f0-8f71-4d91-9b9a-189164abf0a9,iry086,2023-08-12T04:59:49.438Z,189000
f44da4f0-8f71-4d91-9b9a-189164abf0a9,irm071,2023-08-12T05:21:30.411Z,540000
f44da4f0-8f71-4d91-9b9a-189164abf0a9,irs027,2023-08-12T05:50:12.180Z,540000
f44da4f0-8f71-4d91-9b9a-189164abf0a9,irs008,2023-08-12T06:51:11.458Z,189000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irt027,2023-08-12T07:55:27.940Z,94500
131ff337-f063-4044-aff8-0c121d62e89b,irz118,2023-08-12T07:59:06.178Z,113400
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irm079,2023-08-12T08:23:03.458Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irt006,2023-08-12T08:25:16.103Z,94500
131ff337-f063-4044-aff8-0c121d62e89b,ira086,2023-08-12T09:08:34.192Z,162000
131ff337-f063-4044-aff8-0c121d62e89b,ira087,2023-08-12T09:10:48.588Z,162000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irs062,2023-08-12T09:12:25.348Z,94500
131ff337-f063-4044-aff8-0c121d62e89b,ira088,2023-08-12T09:29:48.932Z,162000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,ira089,2023-08-12T09:40:46.709Z,135000
131ff337-f063-4044-aff8-0c121d62e89b,ira090,2023-08-12T10:32:48.424Z,162000
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,irs088,2023-08-12T12:59:49.613Z,151200
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irv001,2023-08-12T14:17:13.634Z,94500
f44da4f0-8f71-4d91-9b9a-189164abf0a9,irn045,2023-08-12T15:28:27.234Z,189000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,ira101,2023-08-12T15:53:35.511Z,135000
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,irp118,2023-08-12T17:06:04.644Z,151200
4db3cdf8-34ea-4cf8-94a2-cf7fc9755b8a,ira102,2023-08-12T17:13:47.862Z,135000
131ff337-f063-4044-aff8-0c121d62e89b,ira103,2023-08-12T17:20:51.352Z,162000
131ff337-f063-4044-aff8-0c121d62e89b,ira104,2023-08-12T17:43:18.810Z,162000
131ff337-f063-4044-aff8-0c121d62e89b,ira105,2023-08-12T17:59:43.390Z,162000
131ff337-f063-4044-aff8-0c121d62e89b,iry122,2023-08-12T18:22:33.456Z,113400
f678382e-5498-476d-90eb-74ad428cd9ef,ira106,2023-08-12T22:09:49.780Z,135000
f44da4f0-8f71-4d91-9b9a-189164abf0a9,iry105,2023-08-13T03:59:55.110Z,189000
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,irw104,2023-08-13T06:45:33.423Z,151200
f44da4f0-8f71-4d91-9b9a-189164abf0a9,irs082,2023-08-13T07:09:14.114Z,189000
131ff337-f063-4044-aff8-0c121d62e89b,ira109,2023-08-13T07:35:09.879Z,162000
131ff337-f063-4044-aff8-0c121d62e89b,ira110,2023-08-13T07:57:28.738Z,162000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irt072,2023-08-13T08:06:55.059Z,94500
f44da4f0-8f71-4d91-9b9a-189164abf0a9,irx022,2023-08-13T08:26:43.812Z,189000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irv065,2023-08-13T08:27:09.124Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irv020,2023-08-13T08:49:01.940Z,94500
f678382e-5498-476d-90eb-74ad428cd9ef,ire048,2023-08-13T11:38:16.335Z,94500
4db3cdf8-34ea-4cf8-94a2-cf7fc9755b8a,ira054,2023-08-13T12:18:41.452Z,94500
131ff337-f063-4044-aff8-0c121d62e89b,ira111,2023-08-13T14:45:01.140Z,162000
f44da4f0-8f71-4d91-9b9a-189164abf0a9,irw080,2023-08-13T15:13:18.142Z,540000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irk115,2023-08-13T15:17:52.996Z,94500
f44da4f0-8f71-4d91-9b9a-189164abf0a9,irm097,2023-08-13T18:28:01.634Z,540000
f44da4f0-8f71-4d91-9b9a-189164abf0a9,irz119,2023-08-13T19:34:41.361Z,189000
f44da4f0-8f71-4d91-9b9a-189164abf0a9,irz119,2023-08-13T19:34:43.402Z,189000
f44da4f0-8f71-4d91-9b9a-189164abf0a9,irw053,2023-08-14T02:01:39.787Z,189000
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,irv039,2023-08-14T05:18:33.165Z,151200
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,iry107,2023-08-14T06:52:26.794Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,iry110,2023-08-14T06:52:37.574Z,94500
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,iry115,2023-08-14T07:46:35.762Z,151200
f44da4f0-8f71-4d91-9b9a-189164abf0a9,iro068,2023-08-14T08:11:42.191Z,189000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irt100,2023-08-14T09:10:25.041Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,iry106,2023-08-14T09:15:57.767Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,ira112,2023-08-14T09:55:48.514Z,135000
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,iry113,2023-08-14T10:55:22.451Z,151200
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,iry111,2023-08-14T12:08:32.951Z,94500
f678382e-5498-476d-90eb-74ad428cd9ef,irx067,2023-08-14T14:59:03.098Z,94500
f44da4f0-8f71-4d91-9b9a-189164abf0a9,irk051,2023-08-14T16:01:55.766Z,540000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,iry066,2023-08-14T17:21:24.161Z,94500
f44da4f0-8f71-4d91-9b9a-189164abf0a9,iry125,2023-08-14T18:13:30.791Z,189000
f678382e-5498-476d-90eb-74ad428cd9ef,irt021,2023-08-14T19:06:19.095Z,94500
4db3cdf8-34ea-4cf8-94a2-cf7fc9755b8a,ire106,2023-08-15T04:35:07.131Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,iru077,2023-08-15T06:55:18.964Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,iru052,2023-08-15T07:14:19.078Z,94500
131ff337-f063-4044-aff8-0c121d62e89b,ira113,2023-08-15T07:25:33.243Z,162000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irv019,2023-08-15T07:36:42.161Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,ira114,2023-08-15T08:27:24.934Z,135000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,iru086,2023-08-15T08:48:39.539Z,94500
4db3cdf8-34ea-4cf8-94a2-cf7fc9755b8a,irp104,2023-08-15T09:02:53.926Z,94500
131ff337-f063-4044-aff8-0c121d62e89b,ira115,2023-08-15T09:08:02.460Z,162000
131ff337-f063-4044-aff8-0c121d62e89b,ira116,2023-08-15T10:10:49.098Z,162000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irp108,2023-08-15T10:11:28.646Z,94500
f44da4f0-8f71-4d91-9b9a-189164abf0a9,irv043,2023-08-15T10:25:20.919Z,189000
4db3cdf8-34ea-4cf8-94a2-cf7fc9755b8a,ira119,2023-08-15T10:45:13.887Z,135000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,iro101,2023-08-15T11:39:04.315Z,94500
f44da4f0-8f71-4d91-9b9a-189164abf0a9,irn107,2023-08-15T11:51:15.024Z,189000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,iry108,2023-08-15T11:57:40.918Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,iro102,2023-08-15T11:59:17.344Z,94500
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,irx120,2023-08-15T12:16:52.135Z,151200
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irn085,2023-08-15T12:20:36.062Z,94500
f44da4f0-8f71-4d91-9b9a-189164abf0a9,iry037,2023-08-15T13:03:21.289Z,189000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irz032,2023-08-15T14:37:28.851Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,ira117,2023-08-15T15:21:49.725Z,135000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,ira118,2023-08-15T15:45:55.880Z,135000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irk065,2023-08-15T15:53:01.526Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,iro046,2023-08-15T16:18:28.349Z,94500
4db3cdf8-34ea-4cf8-94a2-cf7fc9755b8a,irz062,2023-08-15T16:26:40.146Z,94500
4db3cdf8-34ea-4cf8-94a2-cf7fc9755b8a,irz038,2023-08-15T16:55:31.297Z,94500
f44da4f0-8f71-4d91-9b9a-189164abf0a9,irw079,2023-08-15T16:59:51.763Z,189000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irm113,2023-08-15T17:14:29.883Z,94500
131ff337-f063-4044-aff8-0c121d62e89b,irx072,2023-08-15T17:39:38.422Z,113400
131ff337-f063-4044-aff8-0c121d62e89b,irp084,2023-08-15T17:50:40.871Z,113400
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irw032,2023-08-15T18:34:52.508Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,iru060,2023-08-15T19:03:49.328Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irv013,2023-08-16T07:25:08.374Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irs087,2023-08-16T07:32:17.587Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,ire095,2023-08-16T07:59:08.160Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,iry076,2023-08-16T08:23:57.649Z,94500
f44da4f0-8f71-4d91-9b9a-189164abf0a9,irz120,2023-08-16T08:25:05.913Z,189000
f44da4f0-8f71-4d91-9b9a-189164abf0a9,iru032,2023-08-16T08:43:14.930Z,189000
f44da4f0-8f71-4d91-9b9a-189164abf0a9,irx119,2023-08-16T09:07:38.548Z,189000
f44da4f0-8f71-4d91-9b9a-189164abf0a9,iry069,2023-08-16T09:23:32.596Z,189000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irz108,2023-08-16T09:26:31.974Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,ira120,2023-08-16T09:45:20.754Z,135000
0a3bc4e0-04ed-4361-9562-4d4a04ec3e1b,irw048,2023-08-16T11:03:44.448Z,151200
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irp113,2023-08-16T11:09:04.232Z,94500
f44da4f0-8f71-4d91-9b9a-189164abf0a9,irv081,2023-08-16T11:09:43.072Z,189000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irk136,2023-08-16T11:45:24.800Z,135000
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,irm115,2023-08-16T12:03:06.486Z,94500
6f349f35-58f4-43d5-a8b0-29bf4b5cc37c,iro005,2023-08-16T12:19:54.548Z,94500
